user_name,tweets
Muhammad Aslam Malik,"Quote Tweet
Azeem yaqoob
@yaqoob_azeem
 · Nov 6
ہمارا پیغام فوج کے نام آپ بے فکر رہیں قوم کا ہر بچہ بزرگ جوان آپ کے ساتھ کھڑا ہے انشاءاللہ
@OfficialDGISPR
1:03
1.7K views"
ali zafar,"Quote Tweet
عامر شہزاد غازی
@GaziAmirGujar
 · Nov 6
دشمن نے ہماری قوم کو فوج مخالف کرنے کی ہر ممکن کوشش کی مگر ناکام ہوا
کبھی کہا فوج 80 فیصد بجٹ لیتی ہے،جنگ تو فوجی لڑتے ہیں افسرعیش کرتے ہیں،فوج بے گناہ لوگوں کو قتل کرتی ہے
نواز شریف،ایازصادق کے حملے
سلام محب وطن سوشل میڈیا ایکٹوسٹ کو جنہوں نے دشمن کا منہ توڑا ہر وار ناکام بنایا"
Zaheer Abbas,"Quote Tweet
Kami
@Mkaamiv
 · Nov 6
یہ دیکھیں ٹرمپیوتھیا "
Warrior,"From 
Azeem yaqoob"
Muhammad Shafique,"Quote Tweet
Usman Mughal
@Usman_Moghal
 · Nov 6
پاک فوج کی جگہ دو ہی جہگوں پر ہے۔

یا ہمارے دل میں یا سرحدوں میں
مریم نواز"
ImranAzeem01,"Quote Tweet
🅑🅘🅝🅘🅢🅗
@Binish_20
 · Nov 6
عمران خان کی وطن سے وفاداری کا اندازہ اس بات سے بھی لگایا جاسکتا ہے، کہ اسکا ہر سپورٹر پاک فوج کا بھی سپورٹر ہے۔"
Satwat Yousafzai,"0:44
29 views"
Sarfaraz Ahmed Memon,"Quote Tweet
عامر شہزاد غازی
@GaziAmirGujar
 · Nov 6
دشمن نے ہماری قوم کو فوج مخالف کرنے کی ہر ممکن کوشش کی مگر ناکام ہوا
کبھی کہا فوج 80 فیصد بجٹ لیتی ہے،جنگ تو فوجی لڑتے ہیں افسرعیش کرتے ہیں،فوج بے گناہ لوگوں کو قتل کرتی ہے
نواز شریف،ایازصادق کے حملے
سلام محب وطن سوشل میڈیا ایکٹوسٹ کو جنہوں نے دشمن کا منہ توڑا ہر وار ناکام بنایا"
Sham,"Quote Tweet
Hassan khan
@pak__Army_
 · Nov 6
غداروں کو جلانے کیلئے Rt کریں 
کمنٹ میں پاک فوج زندہ بعد لکھ دیں 
@pak__Army_
#مضبوط_مستحکم_پاکستان"
Syed Ali Pashtoon,"Quote Tweet
DG ISPR
@OfficialDGISPR
 · Nov 5
#Russian Federation Special Forces’ contingent arrived in Pakistan for 2 weeks long joint exercise DRUZHBA 5. The exercise is aimed at sharing both armies experiences in counter terrorism domain. Sky diving & hostage rescue operations will be highlights of exercise #DRUZHBA."
پٹھان Zia ⁦,"Quote Tweet
Maryam Nawaz Sharif
@MaryamNSharif
 · Nov 6
جب اور کوئی جواب نا آتا ہو تو پھر انسان گھبراہٹ میں ایسی ہی بےتکی باتیں کرتا ہے۔ twitter.com/GulBukhari/sta…"
Adnan Qadir khan,"Awais Mughal PTI (official)
 and 5 others"
طاھر حسین بھٹیTahir Hussain,"Quote Tweet
DG ISPR
@OfficialDGISPR
 · Nov 6
Ms Vanessa O'Brien met #COAS. She is the only woman ever to climb 2 the world’s highest pt Mount Everest & dive 2 world’s deepest pt Challenger Deep, also carrying Pak flag. COAS appreciated her achievements & thanked her 4 promoting Pak as a goodwill ambassador"
fatima,"Quote Tweet
Fahad
@FahadChishte
 · Nov 6
جب میرے وجود میں مہک اس مٹی سے ہے
میرا لہو حاضر ہے سرِ شام چراغاں کے لئے

فہد
There can't be better use of this life if it has to be sacrificed for this sacred motherland. twitter.com/ARYNEWSOFFICIA…"
Muhammad Ashraf Chaudry,"Quote Tweet
Umar Hashmi
@UmarPak19
 · Nov 4
Replying to @MaleehaHashmey"
Rana Iftikhar,"Quote Tweet
BBC News اردو
@BBCUrdu
 · Nov 6
یہ فوج کو بغاوت کرنے کا کہہ رہے ہیں، وزیراعظم کا مسلم لیگ ن کی قیادت پر الزام https://bbc.in/3kb8phm"
rimnews.social,"پاک فوج کسی ایک جماعت کی نہیں بلکہ پوری قوم کی ہے RIM NEWS پاکستان -
لاہور (رم نیوز ) مسلم لیگ (ن) کے سیکریٹری جنرل اور سابق وفاقی وزیر داخلہ احسن اقبال نے کہا ہے کہ پاک فوج کسی ایک جماعت کی نہیں بلکہ پوری قوم کی ہے۔ احسن اقبال نے ان خیالات کا اظہار پارٹی سیکرٹریٹ...
rimnews.pk"
Hina Sarwat TJP,Zahid Siddique and 9 others
Razia Haroon,"Quote Tweet
Azam Jamil
@AzamJamil53
 · Nov 6
Her kids are ensuring my kids sleep easy. 
 twitter.com/AzamJamil53/st…"
B I L A L ツ,"Quote Tweet
Palwasha Afridi
@Afridayyyy
 · Nov 6
Only a healthy person can contribute to the development of the country. FC conducts free medical camp in Sarokai South Waziristan, inspects and distributes free medicine
#ThankyouFC"
B I L A L ツ,"Quote Tweet
Dr Maham
@Maham_Ahmd
 · Nov 6
کیا یہ طلباء بھی جھوٹ بول رہے ہیں جنہوں نے اپنی آنکھوں سے ترقی یافتہ وزیرستان کا حال دیکھا ہے!
#اُبھرتا_مسکراتا_وزیرستان"
M Amin Tahir,"Quote Tweet
Chaudhry Ghulam Hussain
@GhulamHusainPK
 · Nov 6
اللہ تعالیٰ افواج پاکستان کا سر ہمیشہ بلند رکھے... 
آمین

پاکستان فوج سے پیار کرنے والے ری ٹویٹ لازمی کریں
#PakistanArmy 
#PakistanZindabad"
Iku,DG ISPR
حق اور سچ,"Quote Tweet
City42
@city42
 · Nov 6
لاہور ہائیکورٹ نے پنجاب یونیورسٹی کی درخواست پر 11 سال بعد فیصلہ سنا دیا https://city42.tv/06-Nov-2020/55186…"
زبیر صدیقی,"Quote Tweet
عدنان حسین کھوکھر
(ISPR)
@AHK_47
 · Nov 5
خادم رضوی صاحب کا شیر"
M Harris,"Quote Tweet
DG ISPR
@OfficialDGISPR
 · Nov 5
Chairman of Presidency of Bosnia & Herzegovina visited GHQ today. Matters of mutual interest, regional security & Pak-Bosnia & Herzegovina relations came under discussion. #COAS said that Pakistan attaches great importance to brotherly relations with Bosnia & Herzegovina (1/3)
Show this thread"
حق اور سچ,"Quote Tweet
DG ISPR
@OfficialDGISPR
 · Nov 6
General Qamar Javed Bajwa, #COAS expresses heartfelt grief on passing away of hockey legend Abdul Rashid Junior. Pak has lost an iconic sportsman & a great human being. May Allah bless his soul & give strength to the bereaved family to bear this irreparable loss, Ameen”, COAS."
Muhammad Yousaf,"Quote Tweet
Maryam Nawaz Sharif
@MaryamNSharif
 · Nov 6
Hello from Shigar ...... 
Look how beautiful our Pakistan is "
IMRAN BuTT,"پاکستان سے محبّت
امریکی الیکشن سے متعلق پچھلے کالم میں لکھا تھا، جو...
jang.com.pk"
Raheel Khan PTI,"Ch Tahir Mahmood 
 and 6 others"
Nadeem sahil,محمدزمان TFP and khalidJoya
Vaniya Ahmad,"1:03
4 views"
Faheemkhan,khalidJoya and Haroon
Malik Hayat Zafar nonari,"Quote Tweet
DG ISPR
@OfficialDGISPR
 · Nov 6
General Qamar Javed Bajwa, #COAS expresses heartfelt grief on passing away of hockey legend Abdul Rashid Junior. Pak has lost an iconic sportsman & a great human being. May Allah bless his soul & give strength to the bereaved family to bear this irreparable loss, Ameen”, COAS."
Saif Raجput,"The following media includes potentially sensitive content. Change settings
View
Haroon and مــدثــــر چوہدری"
Afridi313,"Quote Tweet
DG ISPR
@OfficialDGISPR
 · Nov 6
General Qamar Javed Bajwa, #COAS expresses heartfelt grief on passing away of hockey legend Abdul Rashid Junior. Pak has lost an iconic sportsman & a great human being. May Allah bless his soul & give strength to the bereaved family to bear this irreparable loss, Ameen”, COAS."
IjAz Ali SaGHar,"Quote Tweet
Ahmad Waqass Goraya
@AWGoraya
 · Nov 6
ووہی بھڑوے جو سیاچن پر ڈیوٹی دیتے ہیں وہ بعد میں مشرف اور باجوہ بنتے ہیں۔ سیاچن تو چند ماہ کی ڈیوٹی ہوتی ہے۔ سیاچن ڈیوٹی کرنے والے ووٹ چوری کرتے بھی پائے گئے، بندے اغوا کرتے بھی اور قتل کرتے بھی،اس مافیا کا ہر ممبر مجرم ہے #چند_جرنیل_نہیں_پوری_فوج_مجرم_ہے"
Anwar Saleem Chaudhary,"Quote Tweet
Usman Abbasi
@usmanAbbasi56
 · Nov 5
عظیم جنرل حمید گل کہا کرتے تھے پاکستانی سیاستدان اس قابل نہیں کے قومی سلامتی کا ایشو انکے ساتھ ڈسکس کیا جائے...!!
بلکل سہی 
@OfficialDGISPR"
Muhammad Yousaf,"Quote Tweet
Nawaz Sharif
@NawazSharifMNS
 · Nov 5
سکردو کے شیروں سے ووٹ کو عزت دو کا نعرہ سن کر بیحد خوشی ہو رہی ہے۔ جذبہ قابلِ دید ہے۔ یہ نواز شریف کا نہیں پوری قوم کا نعرہ بن چکا ہے۔"
MCMI,"Quote Tweet
Haqeeqat TV
@Haqeeqat_TV
 · Nov 5
فوج سرحد پر رہے پولنگ اسٹیشن پر نہیں. مریم نواز

چور جیلوں میں رہیں رائیونڈ کے محلوں میں نہیں"
Jamil kamboh PML.N Kasur,Maryam Nawaz Sharif
KingSyed,"Quote Tweet
PML(N)
@pmln_org
 · Nov 5
سیاچن پر اپنے گھر والوں کو چھوڑ کر اپنی جانوں کا نذرانہ پیش کرنے والے حفاظت کرنے والے فوجی جوانوں میرے بھائیوں میرے سپاہیوں آپ کو مریم نواز کا سلام.
@MaryamNSharif"
Ch Muhammad Naveed,"Quote Tweet
JF_17, Thunder
@Shaheen_Missile
 · Nov 4
PAKISTAN'S largest platform to respond to propaganda against PAKISTAN'S Military, #محبت_مافیا Team # Fifth Generation Warriors, for join say yes in the comment or send DM to @__sipahi
  DM                      
@shafqatchodhary
@blackholes29
@awais_m1
@one_pak_
@Shaheen_Missile"
Majed Jaan,"Quote Tweet
Imran A Raja
@ImranARaja1
 · Nov 5
“یہ جو غنڈہ گردی ہے، یہ جو دہشت گردی ہے اس کے پیچھے وردی ہے”
سے لے کر 
“ہم پاک فوج کی عزت کرتے ہیں” تک کا سفر وہ بھی تین دن میں۔۔
صرف ایک الیکشن ان کو اوقات میں لے آیا
#GBWithPMIK
2:17
365 views"
saleem khan,"Quote Tweet
Rehan khan
@Khan777Rehan
 · Nov 5
کہیں دیکھی ہے ایسی مہمان نوازی؟
ملاکنڈ ڈویژن  میں دعوت ولیمہ کے موقع پر پاک فوج کو خراج عقیدت پیش کیا گیا.
یہ جو دہشتگردی ہے اسکے پیچھے وردی ہے کا نعرہ لگانے والوں شرم سے مر جانا"
"Shahbaz
SSG","Captain Rooh Ullah Shaheed
جسے تم ""عشق""لکھتے ہو⁦
⁩ اسے ہم...
ھے قسم مجھے اس مٹی کی میں ...دیس نہیں مٹنے دوں گا ... دے دوں گا جان اپنی مگر پرچم نہیں جھکنے دوں گا ...غازی یا شہید کہلاٶں گا میں ایمان...
facebook.com"
"Masood,","Quote Tweet
Mubashir Zaidi
@Xadeejournalist
 · Nov 5
FIR against @Aliwazirna50 is condemnable and should be quashed #StopPersecutingAliWazir"
IK Updates,"From 
PTI"
S-rehman,"Quote Tweet
عمر کھوکھر
@Umar_khokhar001
 · Nov 5
اسے کہتے ہیں پاک فوج کی عزت کرنا۔!!!"
Jamshaid Afzal,"Aima Choudhary 
 and 2 others"
𝑴𝒐𝒉𝒔𝒊𝒏 𝑨𝒍𝒊 ☻︎,"Quote Tweet
Shama roshani
@peacehopegrow
 · Nov 5
Being critical to the government stepes and polices is different and being expose a state's traitor is totally a crap. 
#iRejectNarrativeOfPDM"
"(P T I)
مس خلائی
(I S I)","Quote Tweet
CH NOUMAN AKBAR WARRAICH
@NomanAkbar18
 · Nov 5"
Pakistani,"Quote Tweet
ایمـــان فاطمــــہ
@EParray
 · Nov 5
پھر تو ڈاکوؤں کی جگہ جیل میں ہوتی ہے باہر نہیں۔"
Salim Kazmi,"Quote Tweet
Dr Muneeba Khan
@muneebazartaj
 · Nov 5
پی ٹی ایم کا جلسہ اس وقت کیوں نہیں ہوا جب پشتون مررہے تھے. تب تو پاک فوج نے صرف اپنی طرف سے مدد کا ہاتھ بڑھایا اور خود قربان ہوکر ہم پشتونوں کا تحفظ کیا!
تب پی ٹی ایم کہاں تھی؟"
فیصل رضا پنوں,"Quote Tweet
Malik Shiraz
@MShirazOfficial
 · Nov 5
""گلگت بلتستان کو تباہ کردیا گیا،ہم گلگت بلتستان کو صوبہ بنائیں گے:مریم صفدر
تو محترمہ ذرا بتائیں 2016 سے 2020 تک گلگت بلتستان میں حکومت کس کی تھی؟؟
2013 سے 2018 تک وفاق میں کس کی حکومت تھی؟؟
گلگت بلتستان کو صوبہ کیوں نہیں بنایا؟؟؟"
IQBAL AHMAD,"Quote Tweet
Sabir
@Sabir_IFB
 · Nov 5
گلگت کے لوگوں! پاکستانی فوج سے لڑنے اور شہید ہونے کے لیے تیار ہوجاو۔ 
مریم نواز"
PANA News Agency,"وطن ِعزیز کا دفاع کرنے والے پاک فوج کے جوان ہمارے ہیرو ہیں، اسلم خان
بہاول پور( پانا)صدرمرکزی انجمن تاجران بہاول پور اسلم خان نے کہا کہ پاکستانی قوم ان کے بیانیہ پر انہیں کبھی معاف نہیں کرے گی وطن ِ عزیز کا دفاع کرنے والے پاک فوج کے جوان ہمارے ہیرو ہیں، فوج ملکی سلا…
pananews.com.pk"
Jamshaid Afzal,"Shahid Bhatti
 and 3 others"
Haroon,"1:07
1.2K views
From 
Haroon"
Malik Hayat Zafar nonari,"Quote Tweet
Malik Hayat Zafar nonari
@HayatZafar7
 · Nov 5
پاک فوج زندہ باد پاکستان پائندہ باد twitter.com/OfficialDGISPR…"
KB019,"Quote Tweet
Gul Bukhari
@GulBukhari
 · Nov 5
آج ایک بات واضع کرتی چلوں ۔ DGISPR نے کہا تھا کہ ہماری تاریخی فتح کو مسخ کرنے کی کوشش کی گئی۔ تو حضرات تارخ کا رکارڈ میں صحیح کیے دیتی ہوں: ابھینندن کو لائی ہماری فضائیہ تھی، جو پروفیشنل ہے، اعلی صلاحیت کی مالک ہے، کیونکہ اپنے کام پہ فوکس کرتی ہے۔ 
ابھینندن کو چائے پلا کر بھیجا 1
Show this thread"
ᎥᎤᏒᎯ ᏲᎯᏒᏋᏋᎷ,𝕊ℍ𝔸𝕂𝔼𝔼𝕃 𝔸ℍ𝕄𝔸𝔻 and 4 others
Umer TV,"مریم نواز کا گلگت میں جلسے سے خطاب ۔۔۔ پاک فوج پر اب تک کے بڑے الزامات عائد کر دیے گئے - Umer TV...
Latest Urdu news updates from Pakistan and around the world, Pakistan News, Latest Live Urdu News. Breaking News in Pakistan.
umertv.com"
Zoya Khan,"Quote Tweet
Rahim Dawar
@RahimDwr
 · Nov 4
پاکستان کے اصل خکمران عمران نہں بلکہ وردی والے ہے پہلے وزیر ریلیف و ابادکاری کو بندوق کی نوک پر الیکشن جیتوایا ابھی اپنے احتیارات سے تجاوز کرکے سرکاری افسران کےساتھ ذاتیات پر اتر ائےہے
 امجد خان کا وزیرستان سےاس وجہ سےٹرنسفر ہوا کہ انہوں نے علاقےکےمنتحب MNA کوعزت دی تھی 
#شرمناک"
ڈیلی ویب ڈیسک,"DAILY WEB DESK - DWD Urdu News And More...
Daily Web Desk delivers Latest News,Urdu News,Top Headlines in Urdu from Pakistan, World Sports,Business,Cricket,Politics & Culture.
dailywebdesk.com"
کشمیر بنے گا پاکستان,"Quote Tweet
[ فراز وہاب ]
@FarazWahab1
 · Nov 5
اللہ تعالیٰ افواج پاکستان کا سر ہمیشہ بلند رکھے اور تمام مشکلات میں آسانیاں پیدا فرمائے آمین 
#وردی_ہے_تو_دھرتی_ہے"
Zoya Khan,"Quote Tweet
Afridi Tribal
@Afridijank
 · Nov 4
Replying to @iShining_Pearl
فوج دہشتگرد کو چینل پر اجازت دیتا ہے ۔صرف پشتونوں کا قتل عام کرنا چاتا ہے ۔ فوج نے دہشتگردو کو بنا یا اس لے پاکستان کو بلک لسٹ کردیا پوری دنیا کو پتا ہے کے پنجاب فوج دہشتگرد کا مالی مدد کرتا ہے"
Captain Jack Sparrow,"Quote Tweet
𝐼𝓂𝓇𝒶𝓃 𝐿𝒶𝓁𝒾𝓀𝒶
@Lalika79
 · Nov 5
نگران حکومت وفاق میں نریندر لیگ اور پیپلز پارٹی کی لگائی ہوئی تھی
چیف الیکشن کمیشنر نریندر لیگ کا لگایا ہوا تھا
فوج کو پولنگ سٹیشنز پر الیکشن کمیشن اور حکومت نے لگایا تھا
فوج ہر وقت سویلین کی مدد کرتی ہے کرپشن بچاؤ ابا بچاؤ مہم میں فوج کے خلاف ہرزہ سرائی برداشت نہیں"
Sajid Ali Khan,"Quote Tweet
Sher Jaan
@rabble92
 · Nov 5
افواج پاکستان ھماری آن ھماری شان ھماری جان

افواج پاکستان کے شاناں بشانہ پوری قوم یکجا ھے

افواجِ پاکستان پر وار ناقابلِ برداشت

پاکستان کا محور افواجِ پاکستان۔ محور کو تقسیم کرنے کی سازش پاکستان ٹوٹنے کی سازش ھے۔ کبھی کامیاب نہیں ہو گی۔

ھم پاک فوج کے شانہ بشانہ کھڑے ھیں twitter.com/ImranGujjaar/s…"
صداۓ مکران,"0:41
715 views
From 
Sr.Argon Welder"
@sofia_baloch,This Tweet is unavailable.
aftab,"Quote Tweet
MALIK ZEESHAN JAVAID
@HUSAINZESHAN12
 · Nov 5
ہم اپنی پاک فوج کی دل سے قدر کرتے ہیں  پاکستان کی فوج جگہ ہمارے دِلوں 
 اور پاکستان سرحدوں پر ہے "" مریم نواز شریف"
جانباز بلوچ,"From 
چاند بی بی"
Sh.sadat,"Quote Tweet
Tahir Mughal Pmln
@TahirMughalPml1
 · Nov 5
مریم نواز شریف کا سکردو کی عوام سے وعدہ انشاءاللہ میں آپ کی آواز بن کر دکھاؤں گی 
مریم نواز تینوں رب دیاں رکھاں "
Dr Muneeba Khan,"Quote Tweet
Shakoor afghan
@PashtoonHero
 · Nov 4
اگرحکومت الباکستان میں جمہوری آوازوں کو گولیوں سے خاموش کرایاجاتا ہیں یاان کو اغواکیا جاتا ہیں تو ایک دن یہ پاکستان نہیں رہے گااور بہت سارےدیش بننےکا خدشہ نظر آرہاہیں 
خدا کیلۓپاکستان کوپاکستان ہی رہنےدو اغواٸستان مت بناٶ پاکستان کو
#BringBackBayazid
@ManzoorPashteen @a_siab"
Atiq Goraya,"The following media includes potentially sensitive content. Change settings
View"
Concept TV Urdu,"پاک فوج لائن آف کنٹرول کے ساتھ شہری آبادی کا تحفظ یقینی بنائے گی، آرمی چیف جنرل قمر جاوید باجوہ
راولپنڈی:بری فوج کے سربراہ جنرل قمر جاوید باجوہ نے کہا ہے کہ پاک فوج لائن آف کنٹرول کے ساتھ شہری آبادی کا تحفظ یقینی بنائے گی۔ وہ کور ہیڈ کوارٹرز راولپنڈی کے دورہ کے موقع پر اظہار خیال کررہے تھے۔ …
concepttvurdu.com"
Faisal Amin,"Lawyers attack Usman Javed Setting Judge Torture and insult the judge...
Children and women should refrain from watching this video as the lawyers in it have made very dirty abuses. Many respected lawyers who tried to save the jud...
youtube.com"
RB News Tv,"پاک فوج کے خلاف بیانیہ مسترد/ایاز صادق کے خلاف غداری مقدمہ اندراج کی...
#musamarmalik#Globaleye پاک فوج کے خلاف بیانیہ مسترد ، کرنل (ر) سلطان سرخرو اعوان نے دی ایاز صادق کے خلاف غداری مقدمہ اندراج کی درخواست ، کرنل (ر) تیمور سلطا...
youtube.com"
محمد ارحم,"Quote Tweet
Gul Bukhari
@GulBukhari
 · Nov 5
ٹانگیں پسینہ وغیرہ سب ٹھیک ہیں نا؟"
Dr Muneeba Khan,"Quote Tweet
Mohsin Dawar
@mjdawar
 · Nov 4
بڑی ہٹ دھرم اور بے شرم مخلوق ہے،ایک تو دن دیہاڑے چوری کرتے ہوئے پکڑے گئے اوپر سے یہ بے بنیاد کہانیاں، اور یہ بیوقوف سمجھتے ہیں کہ یہ جھوٹی کہانیاں سنا کر ہم لوگوں کو بیوقوف بنا لینگے۔ کوئ شرم ؟ کوئ حیاء ؟ twitter.com/GulBukhari/sta…"
رضی ڈار,"Quote Tweet
AK Anwar Khan (خٹک)
@AK_Anwar_Khan
 · Nov 5
آج سُپرپاور امریکہ گُھٹنوں کے بَل ہمارے سامنے گِرا پڑا ھے
ہمارے جنرل #باجوہ کے چہرے پر ہنسی دیکھیئے
ہر مہینے امریکی خصوصی نمائندہ GHQ میں بیٹھا مذاکرات کررہا ہوتا ھے
اور کچھ نادان کہتے ہیں کہ ٹانگیں کانپتی ہیں اور ماتھے پہ پسینہ آتا ھے..."
frank simple,"Quote Tweet
Mนℝຮhคd
@RajaMansoorAli1
 · Nov 5
مریم نواز شریف کی قیادت میں 6 نومبر کو ایک بہت بڑی ریلی نکالی جائے گی شگر سے سکردو تک جو 52 کلو میٹر طویل راستہ بنتا ہے عوام کا جوش و خروش بتا رہا یہ گلگت کی تاریخ کی بڑی ریلی ہو گی ریلی کے احتتام پر سکردو جلسہ ہو گا اور سکردو کی عوام بھی فقیدالمثال استقبال کرے گی"
Muhammad Anwar Saeed,"Quote Tweet
Dr Muneeba Khan
@muneebazartaj
 · Nov 4
افغان آرمی جلالہ آباد میں پشتونوں سے محبت کا اظہار کرتے ہوئے ۔ آپ تصور کریں اگر یہی کام پاکستان آرمی کرتی تو اس وقت تک منظور پستین زہر اگل رہا ہوتا۔ 
جس طرح
  کل پاک فوج کے جوانوں نے سمگلنگ میں ملوث بچوں کو پکڑا"
KingSyed,"Quote Tweet
Tariq Shah
@TariqShah_khi
 · Nov 5
یہ ہے وہ شخص جو امریکہ میں باجوہ لگا ہوا ہے
#USElections
#USElectionResults
#USElection2020"
Jhelum Updates,"پاک فوج ملکی سر حدوں پر وطن عزیز کے دفاع اور استحکام کیلئے جانوں کے نذرانے پیش کر رہی ہے۔ علی حسین...
جہلم: پاک فوج ملکی سر حدوں پر وطن عزیز کے دفاع اور استحکام کیلئے جانوں کے نذرانے پیش کر رہی ہے، مسترد شدہ سیاسی ٹولہ ملک دشمن قوتوں کی زبان بول کر ہزاروں شہداء کی قربانیوں کی توہین کر رہا ہے۔ ان...
jhelumupdates.pk"
Abid Hussain,"Quote Tweet
Nusrat seharAbbasi.MPA
@nsabbasiOff
 · Nov 5"
Muhammad Usman Taj,"پاک فوج ایل او سی پر بسنے والی آبادی کا تحفظ یقینی بنائیگی،آرمی چیف
JTN ONLINE پاک فوج ایل او سی پر بسنے والی آبادی کا تحفظ یقینی بنائیگی،آرمی چیف پاکستان - Latest News,Views,Analysis,Opinion,Column,Articles. ایل او سی آبادی
jtnonline.com"
babajee ووٹ کو عزت دو,"Quote Tweet
StraNgeR
@StraNge87572590
 · Nov 4
Kiya kr rahy ho Ap عوام k sath? 
   twitter.com/RiazHussain44/…"
زبیر یوسفزئی,"Quote Tweet
Javeria Siddique
@javerias
 · Nov 4
#وردی_ہے_تو_دھرتی_ہے 
 twitter.com/javerias/statu…"
Noman Khan,"2:05
5 views"
Malik Hayat Zafar nonari,"Quote Tweet
Malik Hayat Zafar nonari
@HayatZafar7
 · Nov 4
پاک فوج زندہ باد پاکستان پائندہ باد twitter.com/Zafri_11/statu…"
Paki,"Quote Tweet
شفقت چوہدری
@shafqatchodhary
 · Nov 4
ن لیگ سوشل میڈیا کو باقاعدہ طور پر پاک فوج کے متعلق ویڈیوز ڈھونڈ کر انہیں فوج مخالف رنگ دینے کی ہدایت کر دی گئی ہے 
آئندہ چند دنوں میں ایسی متعدد ویڈیوز ان verified accounts سے ٹویٹ ہوتی نظر آئیں گی جو مریم نواز سے براہ راست رابطے میں ہیں
#وردی_ہے_تو_دھرتی_ہے"
حق اور سچ,"Quote Tweet
Dr Abhishek Sharma
@Jammutweeter
 · Nov 4
Replying to @HamidMirPAK
Second batch of #Rafael arrived in India 
Good news 
GHABRANA NI HAI PAKISTANIO"
Sher Afgan,TeamISF (Official) and 2 others
حق اور سچ,"Quote Tweet
92 News HD Plus
@92newschannel
 · Nov 4
1:14
آرمی چیف جنرل قمر جاوید باجوہ کا کورہیڈ کوارٹرز راولپنڈی کا دورہ ـ آرمی  چیف کو لائن آف کنٹرول کی موجودہ صورتحال تفصیلی بریفنگ، آئی ایس پی آر"
Al Qamar Online,"پاک فوج ایل او سی پر عوام کا تحفظ یقینی بنائے گی، آرمی چیف
روالپنڈی: آرمی چیف جنرل قمر جاوید باجوہ کا کہنا ہے کہ پاک فوج ایل او سی کے ساتھ رہنے والوں کا تحفظ و سلامتی یقینی بنائے گی۔ پاک فوج کے شعبہ تعلقات عامہ (آئی ایس پی آر) کے مطابق آرمی چیف نے کورہیڈ…
alqamar.info"
Syed Sabir,"Quote Tweet
Javeria Siddique
@javerias
 · Nov 4
#وردی_ہے_تو_دھرتی_ہے 
 twitter.com/javerias/statu…"
راجہ نواز,"Quote Tweet
کــرنــل(ر)افتخــار نقــوی
@Iftikhar_hyder
 · Nov 4
Replying to @votechoronkadu1 @yasmeenyk1 and 10 others
فوج بھتہ نہیں لیتی بلکہ بھتہ لینے والوں کو نکیل ڈالتی ہے۔بےغیرت لوگ اپنی فوج کو بدنام کرنے میں مصروف ہیں۔ انسان سے غلطی ہو سکتی ہے لیکن جرم نہیں۔ 

لو یہ بھی دیکھ لو۔ اور جاکر اماں سے پوچھنا کہ تم حلالی ہو یا۔۔۔۔

https://twitter.com/Op_Quds/status/1323700044462247936?s=19…"
eshaal,"Quote Tweet
Irum Warraich
@IrumWarraich5
 · Nov 4
چاند کے پار جانے کی تمنا نے
مجھے اکثر راتوں کو بے چین رکھا 
#عشق_ارتغل"
MM News TV,"ایل او سی پر رہنے والوں کی سیکیورٹی کو یقینی بنایا جائے گا
mmnews.tv"
M Irfan Ch,"0:29
7 views"
aina,"Quote Tweet
Imran khan
@imkhan5csn
 · Nov 4
World richest country taking too much time for counting votes .. Disgusting !!!! 

#USAElections2020 #TrumpVsBidenFight"
Naz Ahmed,"Quote Tweet
ندیم زیدی
@_NadeemZaidi
 · Nov 4
پلوامہ میں جہنم واصل ہونے والے بھارتی فوجیوں کو ""شہید"" کہنے والی @AzmaBokhari اور حمزہ شہباز سے عوام اور کیمروں کے سامنے بغل گیر ہو کے ملنے والی @MaryamNSharif کی میاں اکرم کے ہاتھوں وہ کلاسیکل چھترول جس کی وہ دونوں شدید مستحق تھیں "
Our leader is Muhammadﷺ,"Quote Tweet
جنرل(ر)دلبر احمد
@usman2901
 · Nov 4
پاکستان نے پلوامہ میں گھس کے انڈیا پہ حملہ کیا۔
بیس ہزار لوگ ہوں جرنیلوں کی پتلونیں گیلی ہو جاتی ہیں
طالبان پاکستان فوج نے بنائے۔
فوج فرقہ واریت کراتی ہے۔
فوج بندے اٹھاتی ہے۔
فوج بھتہ خوری میں ملوث ہے
وغیرہ وغیرہ
ان سب پہ کونسا آرٹیکل لگے گا؟ twitter.com/MohhammadAhmad…"
Sharoon Alex,"Quote Tweet
6 چھکا 36
@Zafri_11
 · Nov 4
وزیراعظم عمران احمد خان نیازی صاحب اور پاک فوج سے محبت کرنے والے اس ٹویٹ کو ریٹویٹ کریں ریٹویٹ کرنے والے ایک دوسرے کو فالو کرتے جائیں 
پٹواری اور باقی کتورے اس ٹویٹ سے دور رہیں"
Urdu Portalsاردو پورٹلز,"پاک فوج ایل عوام کی حفاظت یقینی بنائے رکھے گی، آرمی چیف | Pakistan News Urdu Portals
Urdu news Pakistan Breaking News Pakistan Latest Urdu News Amazing News, Finance News, Latest Articles, Gold Rates, Health News, Urdu Recipe, Prayer Times, Daily Currency Rates, Live Cricket score,...
urduportals.com"
